interaction_id,user_id,item_id,interaction_type,rating,timestamp,session_id
5284,240,242,view,,2024-04-13,240_20240413_00
5285,240,421,view,,2024-07-09,240_20240709_00
5286,240,252,purchase,4.0,2023-11-28,240_20231128_00
5287,240,159,purchase,3.0,2023-04-28,240_20230428_00
5288,240,239,view,,2023-07-14,240_20230714_00
5289,240,328,purchase,5.0,2024-10-21,240_20241021_00
5290,240,61,rating,4.0,2024-06-02,240_20240602_00
5291,240,294,click,,2023-10-21,240_20231021_00
5292,240,491,click,,2024-09-27,240_20240927_00
5293,240,240,view,,2024-12-13,240_20241213_00
5294,240,22,view,,2024-02-27,240_20240227_00
5295,240,22,view,,2023-05-26,240_20230526_00
5296,240,120,view,,2023-09-26,240_20230926_00
5297,240,133,click,,2024-06-05,240_20240605_00
5298,240,471,view,,2023-08-06,240_20230806_00
5299,240,322,purchase,3.0,2023-06-03,240_20230603_00
5300,240,377,purchase,4.0,2024-06-09,240_20240609_00
5301,240,412,purchase,3.0,2024-05-26,240_20240526_00
5302,240,310,click,,2024-10-26,240_20241026_00
5303,240,335,purchase,4.0,2024-06-17,240_20240617_00
5304,240,215,view,,2024-12-18,240_20241218_00
5305,240,199,view,,2023-04-26,240_20230426_00
5306,240,322,view,,2024-10-21,240_20241021_00
5307,240,430,click,,2023-08-13,240_20230813_00
5308,240,491,view,,2024-10-15,240_20241015_00
5309,240,299,view,,2024-11-02,240_20241102_00
5310,240,11,view,,2023-10-06,240_20231006_00
5311,240,161,purchase,4.0,2023-11-11,240_20231111_00
5312,240,386,purchase,3.0,2024-07-14,240_20240714_00
5313,240,118,click,,2024-05-04,240_20240504_00
5314,240,189,view,,2024-08-05,240_20240805_00
5315,240,76,click,,2023-04-01,240_20230401_00
5316,240,262,purchase,3.0,2024-03-11,240_20240311_00
5317,240,238,rating,3.0,2023-02-27,240_20230227_00
5318,240,37,click,,2023-01-12,240_20230112_00
5319,240,284,purchase,5.0,2024-02-18,240_20240218_00
5320,240,270,click,,2023-12-22,240_20231222_00
5321,240,61,rating,4.0,2024-05-08,240_20240508_00
5322,240,454,purchase,5.0,2024-03-25,240_20240325_00
5323,240,469,rating,3.0,2023-07-23,240_20230723_00
5324,240,65,rating,2.0,2023-08-04,240_20230804_00
5325,240,428,rating,4.0,2023-06-22,240_20230622_00
5326,240,494,view,,2023-09-04,240_20230904_00
5327,240,165,click,,2024-09-27,240_20240927_00
5328,240,471,view,,2024-06-21,240_20240621_00
5329,240,464,click,,2024-09-03,240_20240903_00
5330,240,447,view,,2023-03-03,240_20230303_00
5331,240,494,purchase,3.0,2024-10-06,240_20241006_00
5332,240,120,view,,2024-07-08,240_20240708_00
5333,240,11,purchase,4.0,2023-10-27,240_20231027_00
5334,241,221,view,,2023-05-03,241_20230503_00
5335,241,490,click,,2023-12-16,241_20231216_00
5336,241,247,click,,2023-12-07,241_20231207_00
5337,241,359,purchase,5.0,2023-12-11,241_20231211_00
5338,241,420,click,,2023-04-29,241_20230429_00
5339,241,435,view,,2024-06-13,241_20240613_00
5340,241,385,view,,2024-09-15,241_20240915_00
5341,241,259,click,,2023-10-20,241_20231020_00
5342,241,402,click,,2024-05-01,241_20240501_00
5343,241,348,click,,2024-11-22,241_20241122_00
5344,241,453,view,,2023-01-14,241_20230114_00
5345,241,112,click,,2024-07-22,241_20240722_00
5346,241,306,purchase,2.0,2024-01-12,241_20240112_00
5347,241,374,click,,2024-09-16,241_20240916_00
5348,241,124,click,,2024-04-04,241_20240404_00
5349,242,199,purchase,3.0,2023-08-20,242_20230820_00
5350,242,301,view,,2024-05-29,242_20240529_00
5351,242,480,click,,2023-01-05,242_20230105_00
5352,242,273,view,,2024-12-10,242_20241210_00
5353,242,45,purchase,5.0,2024-12-07,242_20241207_00
5354,242,305,click,,2023-03-03,242_20230303_00
5355,242,18,view,,2024-05-22,242_20240522_00
5356,242,147,view,,2023-07-14,242_20230714_00
5357,242,67,view,,2023-12-11,242_20231211_00
5358,242,483,click,,2024-09-01,242_20240901_00
5359,242,169,purchase,3.0,2023-01-11,242_20230111_00
5360,242,203,view,,2024-10-06,242_20241006_00
5361,242,482,click,,2024-09-25,242_20240925_00
5362,242,384,purchase,4.0,2023-07-21,242_20230721_00
5363,242,283,purchase,3.0,2023-06-25,242_20230625_00
5364,242,267,click,,2024-10-24,242_20241024_00
5365,242,187,view,,2024-01-16,242_20240116_00
5366,243,146,click,,2023-12-25,243_20231225_00
5367,243,373,purchase,4.0,2023-11-04,243_20231104_00
5368,243,238,view,,2023-10-14,243_20231014_00
5369,244,309,click,,2023-11-08,244_20231108_00
5370,244,257,view,,2023-02-16,244_20230216_00
5371,244,105,click,,2023-03-12,244_20230312_00
5372,244,490,purchase,4.0,2024-06-04,244_20240604_00
5373,244,274,view,,2023-11-23,244_20231123_00
5374,244,360,view,,2024-06-16,244_20240616_00
5375,244,62,view,,2024-07-19,244_20240719_00
5376,244,151,view,,2023-01-25,244_20230125_00
5377,244,299,view,,2024-01-18,244_20240118_00
5378,244,492,view,,2023-04-19,244_20230419_00
5379,244,219,click,,2024-09-16,244_20240916_00
5380,244,429,click,,2023-07-05,244_20230705_00
5381,244,226,rating,4.0,2024-02-01,244_20240201_00
5382,244,28,click,,2024-08-31,244_20240831_00
5383,244,226,click,,2023-05-10,244_20230510_00
5384,244,263,view,,2023-06-12,244_20230612_00
5385,244,486,click,,2023-10-25,244_20231025_00
5386,244,208,view,,2024-06-02,244_20240602_00
5387,244,52,click,,2023-03-06,244_20230306_00
5388,244,43,rating,4.0,2023-06-19,244_20230619_00
5389,244,52,view,,2023-10-08,244_20231008_00
5390,244,255,rating,5.0,2023-06-09,244_20230609_00
5391,244,293,view,,2024-02-20,244_20240220_00
5392,244,458,view,,2024-06-19,244_20240619_00
5393,245,419,view,,2023-11-08,245_20231108_00
5394,245,231,purchase,4.0,2023-04-03,245_20230403_00
5395,245,234,purchase,4.0,2023-12-10,245_20231210_00
5396,245,276,view,,2023-07-23,245_20230723_00
5397,245,197,rating,3.0,2024-12-23,245_20241223_00
5398,245,234,click,,2024-04-06,245_20240406_00
5399,245,57,purchase,5.0,2024-04-02,245_20240402_00
5400,245,101,purchase,4.0,2023-01-29,245_20230129_00
5401,245,281,rating,4.0,2024-07-23,245_20240723_00
5402,245,336,view,,2024-07-18,245_20240718_00
5403,245,221,click,,2023-09-15,245_20230915_00
5404,245,104,click,,2024-03-07,245_20240307_00
5405,245,249,click,,2023-01-26,245_20230126_00
5406,245,62,view,,2024-06-15,245_20240615_00
5407,245,469,click,,2024-07-26,245_20240726_00
5408,245,447,click,,2023-12-02,245_20231202_00
5409,245,181,rating,5.0,2023-08-16,245_20230816_00
5410,245,465,click,,2023-09-14,245_20230914_00
5411,245,104,view,,2023-12-02,245_20231202_00
5412,245,403,view,,2024-03-06,245_20240306_00
5413,245,299,click,,2023-08-31,245_20230831_00
5414,246,227,view,,2024-06-24,246_20240624_00
5415,246,283,click,,2024-06-07,246_20240607_00
5416,246,48,click,,2024-09-05,246_20240905_00
5417,246,21,rating,3.0,2024-06-04,246_20240604_00
5418,246,61,purchase,5.0,2024-04-30,246_20240430_00
5419,246,211,view,,2023-06-23,246_20230623_00
5420,246,233,click,,2024-07-14,246_20240714_00
5421,246,70,view,,2023-05-18,246_20230518_00
5422,246,255,view,,2024-01-26,246_20240126_00
5423,246,354,view,,2024-02-21,246_20240221_00
5424,246,266,purchase,3.0,2023-11-23,246_20231123_00
5425,246,138,view,,2024-07-03,246_20240703_00
5426,246,40,click,,2023-01-27,246_20230127_00
5427,246,416,purchase,3.0,2023-01-21,246_20230121_00
5428,246,238,view,,2024-12-16,246_20241216_00
5429,246,70,purchase,4.0,2023-07-22,246_20230722_00
5430,246,447,view,,2023-08-02,246_20230802_00
5431,247,306,click,,2024-11-06,247_20241106_00
5432,247,274,click,,2023-09-26,247_20230926_00
5433,247,218,view,,2024-08-10,247_20240810_00
5434,247,54,purchase,5.0,2023-06-10,247_20230610_00
5435,247,35,click,,2023-04-27,247_20230427_00
5436,247,302,purchase,5.0,2024-08-29,247_20240829_00
5437,247,394,purchase,1.0,2023-11-21,247_20231121_00
5438,247,331,click,,2023-02-25,247_20230225_00
5439,247,469,view,,2023-06-19,247_20230619_00
5440,247,345,click,,2023-02-22,247_20230222_00
5441,247,222,view,,2024-09-02,247_20240902_00
5442,247,366,click,,2024-05-20,247_20240520_00
5443,247,24,click,,2024-12-16,247_20241216_00
5444,247,297,purchase,4.0,2024-05-10,247_20240510_00
5445,247,412,click,,2024-02-20,247_20240220_00
5446,247,235,view,,2023-04-04,247_20230404_00
5447,247,94,view,,2023-04-08,247_20230408_00
5448,247,20,click,,2024-10-24,247_20241024_00
5449,247,58,view,,2023-06-23,247_20230623_00
5450,247,289,click,,2024-06-10,247_20240610_00
5451,247,266,view,,2023-06-18,247_20230618_00
5452,247,175,purchase,4.0,2024-08-01,247_20240801_00
5453,247,130,view,,2023-05-04,247_20230504_00
5454,247,135,purchase,4.0,2024-06-30,247_20240630_00
5455,247,274,click,,2023-08-09,247_20230809_00
5456,247,393,purchase,4.0,2024-09-11,247_20240911_00
5457,247,440,view,,2024-02-14,247_20240214_00
5458,247,371,click,,2023-02-27,247_20230227_00
5459,247,224,click,,2023-08-30,247_20230830_00
5460,247,394,click,,2023-08-09,247_20230809_00
5461,247,226,view,,2024-08-04,247_20240804_00
5462,247,15,view,,2024-08-25,247_20240825_00
5463,247,475,rating,4.0,2023-01-22,247_20230122_00
5464,247,464,purchase,5.0,2023-09-19,247_20230919_00
5465,247,345,view,,2024-01-01,247_20240101_00
5466,247,37,view,,2023-12-19,247_20231219_00
5467,247,118,view,,2023-03-29,247_20230329_00
5468,247,75,view,,2023-04-02,247_20230402_00
5469,247,488,click,,2023-05-25,247_20230525_00
5470,247,139,view,,2024-06-24,247_20240624_00
5471,247,266,click,,2024-09-21,247_20240921_00
5472,247,274,view,,2024-11-29,247_20241129_00
5473,247,230,view,,2024-07-23,247_20240723_00
5474,247,388,view,,2024-04-17,247_20240417_00
5475,247,297,click,,2023-02-17,247_20230217_00
5476,247,318,click,,2024-06-28,247_20240628_00
5477,247,366,view,,2023-08-08,247_20230808_00
5478,248,88,click,,2024-11-10,248_20241110_00
5479,248,36,view,,2023-12-18,248_20231218_00
5480,248,340,click,,2023-09-29,248_20230929_00
5481,248,406,purchase,3.0,2023-02-06,248_20230206_00
5482,248,159,view,,2023-12-15,248_20231215_00
5483,248,23,click,,2024-08-08,248_20240808_00
5484,248,219,click,,2024-05-23,248_20240523_00
5485,248,309,view,,2023-12-20,248_20231220_00
5486,248,145,rating,3.0,2023-06-03,248_20230603_00
5487,248,303,purchase,3.0,2023-06-24,248_20230624_00
5488,248,88,click,,2023-12-30,248_20231230_00
5489,248,448,view,,2023-07-16,248_20230716_00
5490,248,440,purchase,4.0,2024-06-18,248_20240618_00
5491,248,62,view,,2023-05-29,248_20230529_00
5492,248,195,view,,2023-02-18,248_20230218_00
5493,248,269,click,,2023-07-25,248_20230725_00
5494,248,395,view,,2024-09-29,248_20240929_00
5495,248,101,click,,2023-10-30,248_20231030_00
5496,248,292,click,,2024-12-30,248_20241230_00
5497,249,255,click,,2024-11-09,249_20241109_00
5498,249,191,click,,2024-05-17,249_20240517_00
5499,249,125,purchase,3.0,2024-03-26,249_20240326_00
5500,249,222,purchase,5.0,2024-11-18,249_20241118_00
5501,249,420,view,,2024-10-12,249_20241012_00
5502,249,229,click,,2023-11-07,249_20231107_00
5503,249,261,purchase,4.0,2024-05-24,249_20240524_00
5504,249,218,view,,2023-04-04,249_20230404_00
5505,249,6,click,,2024-08-26,249_20240826_00
5506,249,286,view,,2024-02-13,249_20240213_00
5507,249,339,view,,2024-09-30,249_20240930_00
5508,249,191,click,,2023-03-28,249_20230328_00
5509,249,125,view,,2024-10-10,249_20241010_00
5510,249,458,click,,2023-03-04,249_20230304_00
5511,249,52,rating,4.0,2023-09-04,249_20230904_00
5512,249,205,click,,2024-06-02,249_20240602_00
5513,249,428,view,,2023-02-06,249_20230206_00
5514,249,305,purchase,3.0,2024-04-07,249_20240407_00
5515,249,191,view,,2023-03-12,249_20230312_00
5516,249,453,view,,2023-03-03,249_20230303_00
5517,250,118,rating,4.0,2024-12-26,250_20241226_00
5518,250,402,view,,2024-03-31,250_20240331_00
5519,250,370,rating,5.0,2024-04-23,250_20240423_00
5520,250,234,purchase,4.0,2023-06-24,250_20230624_00
5521,250,444,view,,2024-04-14,250_20240414_00
5522,250,156,purchase,3.0,2023-12-30,250_20231230_00
5523,250,497,view,,2023-03-29,250_20230329_00
5524,250,397,view,,2023-12-05,250_20231205_00
5525,250,143,view,,2024-01-02,250_20240102_00
5526,250,374,rating,5.0,2024-10-01,250_20241001_00
5527,250,439,purchase,4.0,2023-03-16,250_20230316_00
5528,250,488,view,,2023-01-30,250_20230130_00
5529,250,197,view,,2023-07-10,250_20230710_00
5530,250,315,view,,2024-01-12,250_20240112_00
5531,250,270,click,,2024-10-17,250_20241017_00
5532,250,119,rating,3.0,2024-03-05,250_20240305_00
5533,250,327,click,,2024-11-12,250_20241112_00
5534,250,4,view,,2023-07-16,250_20230716_00
5535,250,281,view,,2023-02-20,250_20230220_00
5536,250,404,view,,2023-12-09,250_20231209_00
5537,250,441,click,,2024-08-20,250_20240820_00
5538,250,392,purchase,3.0,2023-12-26,250_20231226_00
5539,250,470,click,,2023-11-15,250_20231115_00
5540,251,378,click,,2023-11-03,251_20231103_00
5541,251,445,click,,2023-06-23,251_20230623_00
5542,251,161,view,,2024-05-14,251_20240514_00
5543,251,269,view,,2023-07-23,251_20230723_00
5544,251,263,click,,2023-05-20,251_20230520_00
5545,251,261,view,,2024-05-07,251_20240507_00
5546,251,313,click,,2023-06-04,251_20230604_00
5547,251,388,rating,3.0,2024-12-28,251_20241228_00
5548,251,448,click,,2023-09-07,251_20230907_00
5549,251,230,view,,2023-10-18,251_20231018_00
5550,251,334,view,,2023-11-28,251_20231128_00
5551,251,3,click,,2023-06-20,251_20230620_00
5552,251,68,click,,2024-09-17,251_20240917_00
5553,251,484,view,,2023-01-03,251_20230103_00
5554,251,397,view,,2024-01-02,251_20240102_00
5555,251,413,click,,2023-05-12,251_20230512_00
5556,251,391,purchase,5.0,2023-09-21,251_20230921_00
5557,251,148,view,,2024-03-20,251_20240320_00
5558,251,18,view,,2024-04-04,251_20240404_00
5559,251,58,view,,2024-07-08,251_20240708_00
5560,251,455,click,,2023-07-27,251_20230727_00
5561,251,405,click,,2023-03-30,251_20230330_00
5562,251,370,rating,4.0,2023-04-28,251_20230428_00
5563,251,259,click,,2024-05-31,251_20240531_00
5564,251,405,rating,4.0,2024-10-11,251_20241011_00
5565,251,488,purchase,4.0,2023-05-28,251_20230528_00
5566,251,275,click,,2024-04-10,251_20240410_00
5567,251,235,purchase,4.0,2024-11-28,251_20241128_00
5568,251,297,click,,2023-02-15,251_20230215_00
5569,251,328,view,,2024-08-30,251_20240830_00
5570,251,461,view,,2024-05-16,251_20240516_00
5571,251,188,view,,2023-12-02,251_20231202_00
5572,251,245,click,,2023-06-01,251_20230601_00
5573,251,167,click,,2023-04-07,251_20230407_00
5574,251,263,view,,2024-03-15,251_20240315_00
5575,251,376,view,,2024-09-07,251_20240907_00
5576,251,173,purchase,4.0,2023-06-28,251_20230628_00
5577,251,229,click,,2023-07-29,251_20230729_00
5578,251,150,click,,2023-12-19,251_20231219_00
5579,251,317,view,,2024-10-06,251_20241006_00
5580,251,275,click,,2023-12-23,251_20231223_00
5581,251,3,view,,2024-07-02,251_20240702_00
5582,251,395,view,,2024-10-27,251_20241027_00
5583,251,174,view,,2023-04-09,251_20230409_00
5584,251,429,click,,2024-03-13,251_20240313_00
5585,251,457,purchase,3.0,2023-12-07,251_20231207_00
5586,252,281,view,,2023-12-29,252_20231229_00
5587,252,406,view,,2024-08-10,252_20240810_00
5588,252,283,purchase,4.0,2024-07-05,252_20240705_00
5589,252,419,click,,2024-08-26,252_20240826_00
5590,252,383,view,,2024-06-24,252_20240624_00
5591,252,38,view,,2023-12-20,252_20231220_00
5592,252,216,click,,2024-08-26,252_20240826_00
5593,253,101,rating,4.0,2023-06-27,253_20230627_00
5594,253,328,view,,2023-08-03,253_20230803_00
5595,253,201,click,,2024-11-14,253_20241114_00
5596,253,442,purchase,2.0,2023-08-24,253_20230824_00
5597,253,192,view,,2024-11-19,253_20241119_00
5598,253,459,click,,2023-04-23,253_20230423_00
5599,253,121,view,,2024-04-16,253_20240416_00
5600,253,381,click,,2024-01-02,253_20240102_00
5601,253,197,purchase,3.0,2024-07-25,253_20240725_00
5602,253,169,view,,2023-08-02,253_20230802_00
5603,253,119,view,,2024-09-21,253_20240921_00
5604,253,0,click,,2024-06-19,253_20240619_00
5605,253,150,view,,2024-02-22,253_20240222_00
5606,253,288,view,,2023-04-19,253_20230419_00
5607,253,372,view,,2024-11-25,253_20241125_00
5608,253,121,click,,2024-10-05,253_20241005_00
5609,253,269,view,,2023-06-27,253_20230627_00
5610,253,66,view,,2023-10-13,253_20231013_00
5611,253,383,purchase,4.0,2024-06-20,253_20240620_00
5612,253,372,view,,2024-08-08,253_20240808_00
5613,253,113,view,,2024-02-24,253_20240224_00
5614,253,230,view,,2024-12-14,253_20241214_00
5615,253,118,click,,2023-04-10,253_20230410_00
5616,253,412,view,,2024-01-18,253_20240118_00
5617,253,352,rating,5.0,2024-01-08,253_20240108_00
5618,253,448,rating,4.0,2024-01-16,253_20240116_00
5619,253,497,click,,2023-07-18,253_20230718_00
5620,253,392,click,,2024-04-21,253_20240421_00
5621,253,336,click,,2023-04-05,253_20230405_00
5622,253,497,view,,2023-04-04,253_20230404_00
5623,253,116,view,,2023-11-24,253_20231124_00
5624,253,14,purchase,3.0,2024-05-07,253_20240507_00
5625,253,130,view,,2024-04-16,253_20240416_00
5626,253,387,view,,2023-06-09,253_20230609_00
5627,253,63,purchase,3.0,2024-08-20,253_20240820_00
5628,253,342,view,,2024-04-06,253_20240406_00
5629,253,305,view,,2023-04-05,253_20230405_00
5630,253,465,view,,2024-11-12,253_20241112_00
5631,253,295,click,,2023-08-23,253_20230823_00
5632,253,260,click,,2024-02-16,253_20240216_00
5633,253,1,view,,2023-01-10,253_20230110_00
5634,253,85,purchase,4.0,2023-10-11,253_20231011_00
5635,253,440,view,,2023-09-21,253_20230921_00
5636,253,52,purchase,4.0,2023-05-17,253_20230517_00
5637,253,387,view,,2024-09-24,253_20240924_00
5638,253,52,rating,4.0,2024-10-30,253_20241030_00
5639,253,200,purchase,5.0,2023-12-07,253_20231207_00
5640,253,338,rating,5.0,2023-01-06,253_20230106_00
5641,253,469,view,,2023-02-20,253_20230220_00
5642,253,459,view,,2023-11-14,253_20231114_00
5643,253,132,click,,2024-04-18,253_20240418_00
5644,253,241,view,,2024-12-26,253_20241226_00
5645,253,227,view,,2024-10-24,253_20241024_00
5646,253,73,rating,4.0,2023-06-01,253_20230601_00
5647,253,444,click,,2023-09-08,253_20230908_00
5648,253,77,click,,2023-05-06,253_20230506_00
5649,254,264,purchase,4.0,2024-12-25,254_20241225_00
5650,254,324,click,,2024-01-02,254_20240102_00
5651,254,344,click,,2024-02-13,254_20240213_00
5652,254,231,rating,5.0,2024-01-29,254_20240129_00
5653,254,161,view,,2023-03-30,254_20230330_00
5654,254,448,click,,2024-09-13,254_20240913_00
5655,255,62,click,,2024-12-08,255_20241208_00
5656,255,383,rating,4.0,2024-12-14,255_20241214_00
5657,255,234,view,,2024-06-16,255_20240616_00
5658,255,494,view,,2024-12-13,255_20241213_00
5659,255,347,view,,2024-12-23,255_20241223_00
5660,255,390,click,,2023-04-23,255_20230423_00
5661,255,78,purchase,4.0,2023-06-23,255_20230623_00
5662,255,437,view,,2024-01-31,255_20240131_00
5663,255,232,click,,2023-03-12,255_20230312_00
5664,255,302,click,,2024-05-12,255_20240512_00
5665,255,131,click,,2023-04-25,255_20230425_00
5666,255,402,purchase,3.0,2024-05-19,255_20240519_00
5667,255,309,click,,2024-11-09,255_20241109_00
5668,255,61,click,,2023-09-15,255_20230915_00
5669,255,449,view,,2024-10-01,255_20241001_00
5670,255,107,view,,2023-10-19,255_20231019_00
5671,255,488,click,,2023-10-06,255_20231006_00
5672,255,309,view,,2023-04-19,255_20230419_00
5673,255,136,rating,3.0,2024-08-02,255_20240802_00
5674,255,32,view,,2024-10-09,255_20241009_00
5675,255,51,purchase,4.0,2023-09-20,255_20230920_00
5676,255,138,view,,2023-04-12,255_20230412_00
5677,256,5,view,,2023-05-29,256_20230529_00
5678,256,445,click,,2023-11-29,256_20231129_00
5679,256,108,view,,2024-06-13,256_20240613_00
5680,256,275,click,,2024-02-07,256_20240207_00
5681,256,471,click,,2023-02-02,256_20230202_00
5682,256,453,view,,2023-07-31,256_20230731_00
5683,256,396,view,,2024-01-11,256_20240111_00
5684,256,86,rating,3.0,2024-11-15,256_20241115_00
5685,256,454,click,,2023-04-02,256_20230402_00
5686,256,24,view,,2023-03-13,256_20230313_00
5687,256,343,view,,2024-05-25,256_20240525_00
5688,256,29,purchase,3.0,2024-04-15,256_20240415_00
5689,256,331,purchase,3.0,2023-04-19,256_20230419_00
5690,256,426,view,,2024-02-18,256_20240218_00
5691,256,278,view,,2023-08-01,256_20230801_00
5692,256,141,click,,2023-06-07,256_20230607_00
5693,256,414,click,,2024-03-28,256_20240328_00
5694,256,285,view,,2023-06-26,256_20230626_00
5695,256,88,click,,2024-03-23,256_20240323_00
5696,256,342,view,,2024-07-06,256_20240706_00
5697,256,398,view,,2023-06-03,256_20230603_00
5698,256,308,rating,4.0,2024-07-21,256_20240721_00
5699,256,414,view,,2024-08-09,256_20240809_00
5700,256,317,view,,2023-05-18,256_20230518_00
5701,257,100,view,,2024-11-02,257_20241102_00
5702,257,476,rating,2.0,2024-11-27,257_20241127_00
5703,257,473,click,,2023-08-14,257_20230814_00
5704,257,355,view,,2023-12-15,257_20231215_00
5705,257,495,view,,2024-07-01,257_20240701_00
5706,257,91,view,,2023-08-15,257_20230815_00
5707,257,362,rating,5.0,2024-02-07,257_20240207_00
5708,257,286,click,,2024-01-25,257_20240125_00
5709,257,404,view,,2024-07-22,257_20240722_00
5710,257,339,view,,2024-05-21,257_20240521_00
5711,257,150,view,,2023-01-26,257_20230126_00
5712,257,319,purchase,4.0,2024-06-04,257_20240604_00
5713,257,453,click,,2024-12-07,257_20241207_00
5714,257,134,purchase,2.0,2024-08-02,257_20240802_00
5715,257,194,view,,2024-02-07,257_20240207_00
5716,257,429,click,,2023-09-09,257_20230909_00
5717,257,37,view,,2024-08-15,257_20240815_00
5718,257,443,view,,2023-10-11,257_20231011_00
5719,257,408,view,,2023-05-23,257_20230523_00
5720,257,205,view,,2024-03-28,257_20240328_00
5721,257,144,view,,2024-01-21,257_20240121_00
5722,257,317,click,,2024-06-14,257_20240614_00
5723,257,28,view,,2024-05-28,257_20240528_00
5724,257,355,purchase,4.0,2023-01-17,257_20230117_00
5725,257,283,click,,2024-11-20,257_20241120_00
5726,257,27,view,,2024-10-10,257_20241010_00
5727,257,213,view,,2024-02-29,257_20240229_00
5728,257,142,view,,2024-06-06,257_20240606_00
5729,257,473,click,,2023-11-27,257_20231127_00
5730,257,453,view,,2023-03-28,257_20230328_00
5731,257,473,click,,2023-04-02,257_20230402_00
5732,257,495,purchase,4.0,2024-06-23,257_20240623_00
5733,257,143,view,,2024-02-18,257_20240218_00
5734,257,424,purchase,3.0,2023-05-09,257_20230509_00
5735,257,417,view,,2023-04-19,257_20230419_00
5736,257,371,click,,2023-02-01,257_20230201_00
5737,257,39,purchase,4.0,2023-09-02,257_20230902_00
5738,257,215,view,,2023-05-31,257_20230531_00
5739,257,125,purchase,4.0,2024-10-26,257_20241026_00
5740,257,101,click,,2023-05-14,257_20230514_00
5741,257,438,view,,2024-12-28,257_20241228_00
5742,257,304,view,,2024-11-07,257_20241107_00
5743,257,471,view,,2024-07-17,257_20240717_00
5744,257,105,view,,2023-12-24,257_20231224_00
5745,257,39,purchase,4.0,2023-07-04,257_20230704_00
5746,257,54,click,,2024-08-25,257_20240825_00
5747,257,314,click,,2024-10-01,257_20241001_00
5748,257,207,rating,3.0,2023-12-22,257_20231222_00
5749,257,382,view,,2023-10-11,257_20231011_00
5750,257,486,view,,2024-11-26,257_20241126_00
5751,258,132,view,,2023-04-02,258_20230402_00
5752,258,52,purchase,4.0,2023-03-16,258_20230316_00
5753,258,40,click,,2024-12-13,258_20241213_00
5754,258,279,purchase,5.0,2023-10-09,258_20231009_00
5755,259,267,purchase,4.0,2024-12-29,259_20241229_00
5756,259,235,view,,2023-03-22,259_20230322_00
5757,259,169,purchase,3.0,2024-07-09,259_20240709_00
5758,259,464,view,,2023-08-31,259_20230831_00
5759,259,284,view,,2023-04-06,259_20230406_00
5760,260,127,view,,2024-05-16,260_20240516_00
5761,260,425,purchase,3.0,2024-03-01,260_20240301_00
5762,261,259,view,,2023-05-20,261_20230520_00
5763,261,124,click,,2023-05-30,261_20230530_00
5764,262,305,rating,4.0,2023-05-27,262_20230527_00
5765,262,223,view,,2024-02-29,262_20240229_00
5766,262,64,purchase,3.0,2024-07-18,262_20240718_00
5767,262,420,view,,2024-04-22,262_20240422_00
5768,262,438,click,,2023-03-09,262_20230309_00
5769,262,204,purchase,3.0,2024-07-13,262_20240713_00
5770,262,308,purchase,4.0,2023-02-15,262_20230215_00
5771,262,348,purchase,3.0,2024-04-01,262_20240401_00
5772,262,464,view,,2024-09-06,262_20240906_00
5773,262,169,click,,2024-01-13,262_20240113_00
5774,262,82,view,,2024-09-15,262_20240915_00
5775,262,151,purchase,4.0,2023-03-28,262_20230328_00
5776,262,52,click,,2023-07-23,262_20230723_00
5777,262,219,view,,2024-08-16,262_20240816_00
5778,262,323,click,,2023-11-10,262_20231110_00
5779,262,432,view,,2024-09-24,262_20240924_00
5780,262,433,click,,2023-08-18,262_20230818_00
5781,262,499,click,,2023-07-25,262_20230725_00
5782,262,244,view,,2023-01-17,262_20230117_00
5783,262,261,rating,5.0,2023-10-16,262_20231016_00
5784,262,168,purchase,3.0,2023-01-18,262_20230118_00
5785,263,492,view,,2023-06-19,263_20230619_00
5786,263,329,rating,2.0,2024-11-13,263_20241113_00
5787,263,204,view,,2024-01-07,263_20240107_00
5788,263,27,view,,2024-01-28,263_20240128_00
5789,263,139,rating,4.0,2023-02-05,263_20230205_00
5790,263,498,view,,2024-05-04,263_20240504_00
5791,263,472,view,,2024-08-16,263_20240816_00
5792,263,59,view,,2023-03-17,263_20230317_00
5793,263,10,view,,2024-12-14,263_20241214_00
5794,263,465,view,,2023-12-03,263_20231203_00
5795,263,362,click,,2023-03-06,263_20230306_00
5796,263,106,view,,2024-01-24,263_20240124_00
5797,263,218,view,,2024-11-06,263_20241106_00
5798,263,144,click,,2023-06-11,263_20230611_00
5799,263,458,view,,2023-12-07,263_20231207_00
5800,263,171,purchase,5.0,2023-09-21,263_20230921_00
5801,263,482,view,,2023-05-16,263_20230516_00
5802,263,255,purchase,2.0,2024-02-24,263_20240224_00
5803,263,434,view,,2024-03-21,263_20240321_00
5804,263,228,purchase,3.0,2024-10-21,263_20241021_00
5805,263,75,view,,2023-09-07,263_20230907_00
5806,263,82,click,,2024-04-14,263_20240414_00
5807,263,286,click,,2024-04-27,263_20240427_00
5808,263,223,purchase,3.0,2024-09-07,263_20240907_00
5809,263,205,click,,2023-02-28,263_20230228_00
5810,263,302,click,,2023-01-25,263_20230125_00
5811,263,36,rating,3.0,2023-03-25,263_20230325_00
5812,263,459,view,,2024-06-05,263_20240605_00
5813,263,260,purchase,5.0,2023-09-04,263_20230904_00
5814,263,44,view,,2024-02-04,263_20240204_00
5815,263,26,purchase,5.0,2024-04-18,263_20240418_00
