user_id,age,gender,income_level,location,activity_level,price_sensitivity,primary_segment,category_preferences
200,25,F,Medium,Urban,Medium,0.29617601053776305,Book Lover,"[0.021733705781085366, 0.193402051691537, 0.05683181800297105, 0.014489539391710377, 0.003028251311975069, 0.10453453189063638, 0.17627702361374437, 0.1978798542985763, 0.07068608323565123, 0.1611371407821129]"
201,45,F,Medium,Suburban,High,0.14236461357635138,Movie Buff,"[0.09264978559599964, 0.009605410445542247, 0.012577874545126846, 0.12268283594341116, 0.05568953728350463, 0.33284656333878654, 0.13940001263425245, 0.020654191561124406, 0.16751915566200384, 0.04637463299024807]"
202,35,F,High,Suburban,Medium,0.47053898489282053,Fitness Guru,"[0.12790539160061803, 0.11848126392174191, 0.10618196212183349, 0.0019319719406657313, 0.30785858129431426, 0.04611065320245504, 0.12903457429014104, 0.09593721314788439, 0.049507480633949455, 0.017050907846396676]"
203,18,F,High,Suburban,Low,0.22747383791525666,Tech Enthusiast,"[0.0026784762863002074, 0.038015837081222165, 0.07884871242496674, 0.015650406088584406, 0.009425876483286933, 0.16476261202854994, 0.21932052032307198, 0.16926418921689126, 0.22345675933472464, 0.0785766107324016]"
204,55,M,Medium,Rural,Medium,0.5146747060506007,Movie Buff,"[0.23362928666727856, 0.03139865603429005, 0.04058766034624082, 0.11060885676023526, 0.2897827714990036, 0.046735676387933474, 0.1790143748728544, 0.021171653670695085, 0.019513530567656156, 0.027557533193812694]"
205,45,F,Medium,Urban,Medium,0.1432038853527355,Health Conscious,"[0.10919816569096749, 0.03717919500556963, 0.35081761494853786, 0.006501948421117015, 0.10153355132786955, 0.07502214546646317, 0.09772530479243582, 0.024617220493708708, 0.09075205753869614, 0.10665279631463463]"
206,25,M,Medium,Suburban,Medium,0.28330700949524174,Movie Buff,"[0.34535897709906893, 0.05986684295296904, 0.006428666221009906, 0.004590578438397396, 0.032645453349112744, 0.25113052380485046, 0.13797392219276047, 0.02954016800085916, 0.04744870971301101, 0.0850161582279609]"
207,45,M,High,Suburban,Low,0.20808043752519267,Fitness Guru,"[0.002522947037420759, 0.0452522449211376, 0.006983812515358429, 0.1734754564196466, 0.2888349307509952, 0.04799887787846387, 0.13427497229319327, 0.0601124659266641, 0.16834014869510477, 0.07220414356201546]"
208,35,O,Low,Urban,Medium,0.511525422241782,Home Decorator,"[0.016461255951577717, 0.0057158024014226354, 0.06270974761255191, 0.020383719913005353, 0.010986839463742331, 0.2566426077079885, 0.18682327196397963, 0.054540438528211777, 0.3857194054966464, 1.6910960873777442e-05]"
209,45,F,Medium,Urban,Medium,0.30071051921329883,Travel Explorer,"[0.10867356143859695, 0.15419597859376433, 0.14596155945820546, 0.08594901496480399, 0.06909501409421077, 0.02271000386634749, 0.08325164069097302, 0.02972770869809415, 0.22198477360198532, 0.07845074459301853]"
210,18,F,Medium,Rural,Medium,0.30752169234362087,Health Conscious,"[0.05464742590547089, 0.03805295570637438, 0.016768397269718346, 0.01778140611169893, 0.061392476469144065, 0.09805031735400105, 0.009100788723651696, 0.30385277805057564, 0.3047015561567028, 0.09565189825266227]"
211,55,M,Medium,Suburban,High,0.45057799547265887,Travel Explorer,"[0.2319706840561221, 0.020764615128743523, 0.026405135202684425, 0.04872442974157429, 0.0852539469028039, 0.03340667134946021, 0.028945912098369723, 0.2863826053619407, 0.0005558774421666961, 0.23759012271613442]"
212,25,F,Medium,Urban,High,0.21932776680146807,Book Lover,"[0.12340600501745355, 0.114615944253771, 0.006705107148886524, 0.10933413489174808, 0.2780615033762538, 0.057745712202930566, 0.029130150500404413, 0.06983846098532517, 0.005923678431565422, 0.20523930319166145]"
213,55,F,Medium,Suburban,Medium,0.047835736547777175,Movie Buff,"[0.03257573465191932, 0.23061500731505832, 0.02061662602660962, 0.06147406487133769, 0.0016544066230547408, 0.07458288434210943, 0.0048699970451707335, 0.19629169115896802, 0.19967308283960802, 0.1776465051261641]"
214,25,F,Medium,Urban,Medium,0.3082228971268049,Fashion Forward,"[0.008805201801436345, 0.08505132097650224, 0.24043246737606264, 0.11073116347344288, 0.08092274863992065, 0.30643710842936056, 0.026335387644737543, 0.11816447469176596, 0.010741283841949605, 0.012378843124821645]"
215,35,F,High,Suburban,High,0.16149087351194732,Tech Enthusiast,"[0.056778460078376294, 0.06297642951598112, 0.042870756884477036, 0.04251975204038616, 0.19561303745428577, 0.2928478855322136, 0.1126908258288736, 0.10006886289778637, 0.08077858574239465, 0.012855404025225448]"
216,18,F,Medium,Urban,High,0.0619113632950626,Fashion Forward,"[0.029540282702324634, 0.10667024339634708, 0.07842648417586344, 0.07773444079079692, 0.06365006678102254, 0.0016503174390463872, 0.3282335399491564, 0.003107658635851849, 0.2523599090483735, 0.05862705708121712]"
217,65,M,Medium,Urban,Low,0.08874164469710084,Book Lover,"[0.07023000058673547, 0.14819358882784203, 0.13192984438073863, 0.02792550396845882, 0.08261893228735112, 0.23169677910052183, 0.09311871791641955, 0.04783671410464548, 0.07079969288199782, 0.0956502259452892]"
218,45,M,Low,Suburban,Medium,0.07676241847881253,Tech Enthusiast,"[0.4029248304002467, 0.14119812365017026, 0.06753528061424477, 0.039352600359186043, 0.07200622317633974, 0.06162722050973173, 0.05374269623625459, 0.0038999377213334275, 0.06405170058718973, 0.09366138674530303]"
219,65,M,Medium,Suburban,Medium,0.05916871673265035,Movie Buff,"[0.09806425486661864, 0.08037061822342671, 0.06567707689757704, 0.13359581107772833, 0.12710058244012454, 0.026113813963646662, 0.18927729331053933, 0.11956546652582489, 0.125257864691929, 0.0349772180025848]"
220,45,M,Medium,Suburban,Medium,0.0912434420009441,Travel Explorer,"[0.10054695840236301, 0.019532808879764565, 0.08112214835293377, 0.053315992225271655, 0.3394106661325263, 0.008780672221078277, 0.16540989172289933, 0.028188550319503732, 0.053672363429664985, 0.15001994831399423]"
221,55,M,Low,Urban,Low,0.6064295919077264,Tech Enthusiast,"[0.15642694184227035, 0.02334228638440537, 0.050969291213394004, 0.17903311856326098, 0.05616417836524914, 0.1188802491291281, 0.022610665934672675, 0.15455050785965233, 0.0661985655684772, 0.17182419513949]"
222,55,F,Low,Urban,Medium,0.2361651746120488,Health Conscious,"[0.15824771789415543, 0.17323859482601578, 0.10862621010345222, 0.18669852476580712, 0.016625168335327782, 0.01795138611413867, 0.03683468494977607, 0.14261606043613545, 0.0940879041068087, 0.06507374846838282]"
223,35,F,Low,Suburban,Medium,0.08185755943520898,Book Lover,"[0.33530406885525804, 0.007575278255861219, 0.26366812493624053, 0.0462779295860892, 0.028244826223992197, 0.20148199206612974, 0.07629567739078338, 0.011646438062323882, 0.029321532145975382, 0.0001841324773464996]"
224,55,M,Low,Suburban,Medium,0.07723801413358583,Movie Buff,"[0.14324010403477005, 0.24082221927475464, 0.012931264419496472, 0.07212008098029092, 0.06925969371231401, 0.32152489236689863, 0.048547215792986625, 0.02436338376150173, 0.058908521185663205, 0.008282624471323745]"
225,25,O,Medium,Suburban,Medium,0.2081663068659203,Fitness Guru,"[0.020683338527728287, 0.04067982651762699, 0.024542391181278884, 0.017331557257168343, 0.2394487581080915, 0.18782134220519117, 0.036192109372337515, 0.10890591760142818, 0.1779049216161704, 0.14648983761297865]"
226,25,O,Medium,Urban,Low,0.22056306792445385,Home Decorator,"[0.044719129841976214, 0.053103023068815466, 0.17531740446545602, 0.2758285336506865, 0.10341647637441172, 0.021509864692481548, 0.16333745531610186, 0.006900800414190427, 0.1291146632231396, 0.026752648952740685]"
227,18,F,Low,Urban,Medium,0.2706058324421507,Movie Buff,"[0.10194396437161247, 0.12223629394552411, 0.21317095741548514, 0.027453623497286445, 0.14304566218414932, 0.010329047755872442, 0.1786213286457018, 0.09909751127705388, 0.08283144259830415, 0.02127016830901036]"
228,55,M,Low,Suburban,Medium,0.36667620969598175,Fitness Guru,"[0.06508452333109233, 0.03308657441507723, 0.055529232975428125, 0.023695994011456688, 0.08352562106121361, 0.1014416994846132, 0.25603580783567026, 0.1735702971597003, 0.17489730706580664, 0.03313294265994179]"
229,35,F,High,Urban,Medium,0.37063298483445023,Music Fan,"[0.022589988348126366, 0.10412110568882728, 0.013925633254795556, 0.06234644208966504, 0.052123280550632145, 0.2089991429387466, 0.007446326796650747, 0.19932282043100524, 0.045853814599432045, 0.283271445302119]"
230,55,M,Low,Urban,Medium,0.41632408938568893,Health Conscious,"[0.013610315498346152, 0.3709690283280479, 0.026286984891629478, 0.006963159252278388, 0.09943835171940385, 0.08268415500128871, 0.04901908463477289, 0.05012683708348802, 0.28099820330648057, 0.019903880284263983]"
231,55,F,Medium,Suburban,Medium,0.2516140659439227,Movie Buff,"[0.19183948730316513, 0.03085861411036846, 0.00016889891727591284, 0.0484866882923725, 0.0868300811871866, 0.06688145785110386, 0.406778732930479, 0.011435542846754975, 0.08285665291175377, 0.07386384364953978]"
232,25,F,Medium,Suburban,High,0.22223511829024944,Book Lover,"[0.007374076833530255, 0.2651144076307843, 0.12075200574459834, 0.025994659690430664, 0.13461206792361513, 0.24310261127740576, 0.01112076758036741, 0.025758226503265935, 0.13495492496493985, 0.03121625185106251]"
233,45,M,Medium,Suburban,Medium,0.11305840761676221,Travel Explorer,"[0.06286001139145214, 0.0031548519643536323, 0.13551632950196205, 0.03175064326336275, 0.06785755276931849, 0.02690715387524268, 0.12524914962359615, 0.17864882448052286, 0.04175354562975972, 0.32630193750042974]"
234,25,F,High,Urban,High,0.495224572559569,Health Conscious,"[0.026113852757394668, 0.04096258990222018, 0.03586352018206398, 0.1582186943869879, 0.17871520655466286, 0.05149534703754615, 0.030382732673160783, 0.008563777604522848, 0.46497444289046425, 0.0047098360109763295]"
235,25,M,Medium,Urban,Medium,0.38590834503415866,Fashion Forward,"[0.15612622484034286, 0.0047662123973322215, 0.4364480962455586, 0.013782841963364038, 0.02057870332866835, 0.07062803612343434, 0.14610270257258856, 0.01633081532568291, 0.06328190905771205, 0.07195445814531613]"
236,25,M,High,Suburban,Low,0.30652953339985056,Book Lover,"[0.06067645094807955, 0.12813713813126323, 0.10082685056593987, 0.022333751305807472, 0.15066222757042583, 0.02351213074512407, 0.0476276836645649, 0.08972202656451034, 0.20406837055070223, 0.17243336995358247]"
237,45,M,Medium,Urban,Medium,0.3397412397385863,Health Conscious,"[0.11013286178838531, 0.06303275133195785, 0.1589849336173986, 0.06384369524421972, 0.08711637824480524, 0.058447766171911546, 0.05851960167731467, 0.13144471171373456, 0.17822153005344665, 0.09025577015682593]"
238,35,F,Medium,Suburban,Medium,0.2245057594440933,Music Fan,"[0.07542283717031512, 0.027557968276386378, 0.1555623081529716, 0.2886825085391354, 0.08253255969673685, 0.04863953577084736, 0.03754288798266762, 0.046476997392036805, 0.06111580430246013, 0.17646659271644272]"
239,45,F,Medium,Suburban,Medium,0.5205204995336679,Movie Buff,"[0.07115847635515078, 0.029686550161750112, 0.07099001392254217, 0.010017486280506985, 0.11450189216071509, 0.2566107514117989, 0.34504212238080134, 0.05967373490716589, 0.012163986096459651, 0.03015498632310916]"
240,35,M,Medium,Urban,High,0.2716931897604803,Tech Enthusiast,"[0.03446910678282417, 0.32993781878835354, 0.0225151736074586, 0.13222189286343725, 0.07730861820523942, 0.2109018923777114, 0.07889849120110325, 0.07473079828729995, 0.021251621932939304, 0.017764585953633224]"
241,55,M,Medium,Suburban,Medium,0.1423242805875031,Health Conscious,"[0.04036742953507052, 0.07405909918063443, 0.02613958767962863, 0.22067668881381472, 0.009760271699839415, 0.07156200847789689, 0.1259146656048382, 0.03249967159722396, 0.20964476006831204, 0.1893758173427412]"
242,25,O,Medium,Urban,Medium,0.3969106162464128,Foodie,"[0.12655908544171582, 0.22675450391968976, 0.07820530581893276, 0.10843433769786645, 0.1310211718972374, 0.14939581888922487, 0.0402709114750705, 0.008432784547778396, 0.04117971660471098, 0.08974636370777304]"
243,35,F,Medium,Suburban,Low,0.5448833464197563,Travel Explorer,"[0.002827935968900108, 0.04971706017411193, 0.011649125085366776, 0.07869713485984435, 0.052312879940782896, 0.098613471394907, 0.17006424202793655, 0.036985819518725004, 0.3398338123961045, 0.1592985186333209]"
244,45,F,Medium,Suburban,Medium,0.299260309393841,Tech Enthusiast,"[0.2503089873605538, 0.0548014634349754, 0.011387065393445495, 0.0892181322327403, 0.06281250810272596, 0.09001240072566526, 0.10060302966984698, 0.2538362276901354, 0.058385230575843286, 0.028634954814068022]"
245,45,M,High,Urban,Medium,0.44244284954248086,Fashion Forward,"[0.04640020315484377, 0.22752531177522003, 0.020605441836605405, 0.1674651254164412, 0.21003524772438897, 0.022408269673479968, 0.0628381746971867, 0.020203089324102846, 0.13692999220195254, 0.08558914419577852]"
246,45,M,Low,Urban,Medium,0.4430696615332085,Movie Buff,"[0.14872175861918804, 0.31161888001024185, 0.08779762350197369, 0.035079709111861514, 0.0063542249511026406, 0.1516093022304807, 0.030280053718640742, 0.04222405310476293, 0.08901406549935137, 0.09730032925239655]"
247,45,M,Medium,Suburban,High,0.3892125145688684,Foodie,"[0.057235532813084314, 0.09603116611699138, 0.0036055837519738524, 0.041137366191224795, 0.07535087076922452, 0.047160464709320074, 0.02108009975254573, 0.3744086334147105, 0.24118570098147432, 0.042804581499450545]"
248,45,M,Medium,Rural,Medium,0.3059572877273022,Travel Explorer,"[0.1676735278596231, 0.004693966534682121, 0.08080792165870411, 0.05144767477589816, 0.3178079797711754, 0.0015154245172122052, 0.10099562282961044, 0.16937074984796555, 0.08328093489144707, 0.02240619731368165]"
249,65,F,Medium,Urban,Medium,0.4521477536634488,Health Conscious,"[0.2817394591329777, 0.012304486073274248, 0.1654615256060607, 0.024424240175996495, 0.007146673679340055, 0.010426059968225964, 0.34571929378283406, 0.024153991529604804, 0.017779901611047023, 0.11084436844063902]"
250,55,M,Medium,Urban,Medium,0.6068974411516366,Fitness Guru,"[0.006340042360917801, 0.08802225469757584, 0.20505446048793327, 0.21228675105678982, 0.24235207602029687, 0.05555281411601508, 0.0730116321765777, 0.020312527494862263, 0.060275431351160196, 0.03679201023787115]"
251,35,F,Low,Urban,High,0.2981266179314783,Music Fan,"[0.031575940588644574, 0.046207768779340276, 0.20998575233126077, 0.09002255182869635, 0.07945879430256361, 0.023053549041929015, 0.0017756041672827988, 0.3643439409226724, 0.0519985269340843, 0.10157757110352587]"
252,18,F,High,Suburban,Low,0.3075143168004869,Fitness Guru,"[0.02240226793361624, 0.13351039892681293, 0.033301724939149416, 0.03995236013779286, 0.39186815590426805, 0.06799139932950232, 0.11644983864655266, 0.054107794601943315, 0.03719012370291919, 0.10322593587744303]"
253,25,M,Low,Suburban,High,0.07573789504802926,Movie Buff,"[0.24370969119953959, 0.03355386554619709, 0.3412579294813492, 0.1462895937269636, 0.1325993432131992, 0.03068565981543077, 0.0014141845598095967, 0.03861771096289795, 0.02881503645280362, 0.003056985041809381]"
254,35,M,Medium,Suburban,Low,0.5529741799439553,Music Fan,"[0.0322751946349965, 0.0404209146001141, 0.12081169923158298, 0.1451253426421475, 0.2653950619366449, 0.04588784728920849, 0.1601394336912239, 0.13431044948195342, 0.006599932064016476, 0.04903412442811162]"
255,25,M,High,Suburban,Medium,0.23343405877435738,Fitness Guru,"[0.019429488870319922, 0.28770739971126824, 0.024074426258336237, 0.038502680483174796, 0.27525085834455276, 0.0488017498481845, 0.09137155163196507, 0.05733866223142412, 0.13224818993131018, 0.025274992689464107]"
256,18,M,Medium,Urban,Medium,0.18582648585372022,Movie Buff,"[0.002010019718061954, 0.04952039455595266, 0.18998201814122392, 0.009648755132432187, 0.0396867327901046, 0.10530462358919214, 0.0708903134017501, 0.3251487530682717, 0.016806730383833658, 0.19100165921917717]"
257,35,F,Medium,Suburban,High,0.03736693313682528,Home Decorator,"[0.17218238956766324, 0.02153033338614551, 0.03975110779108958, 0.1742724396655096, 0.07197824817262678, 0.12274907925240877, 0.354082875935192, 0.03429164184471042, 0.007258975356665055, 0.001902909027989136]"
258,45,F,Low,Urban,Low,0.13160392736986376,Fitness Guru,"[0.306229493271987, 0.057089217985425676, 0.033595570078510294, 0.021691950811479895, 0.11101323091956515, 0.23770108436437473, 0.10013679473934836, 0.04051287298591398, 0.02852760899962285, 0.06350217584377212]"
259,55,M,High,Suburban,Low,0.1782957685545069,Fashion Forward,"[0.0686599405046822, 0.012398979386862338, 0.6062890575178119, 0.0940999372892903, 0.13522068283389832, 0.007686157460177551, 0.004489278626427582, 0.001829146837939911, 0.019487025567799684, 0.04983979397511008]"
260,55,F,Low,Suburban,Low,0.44272871383987367,Movie Buff,"[0.030465473321436537, 0.07107873769300235, 0.1947684846404985, 0.24358507397118453, 0.05295227063332721, 0.04489348391464194, 0.04864573215266825, 0.23758077151524698, 0.01147309327042693, 0.06455687888756674]"
261,25,M,Medium,Rural,Low,0.05026873560306441,Home Decorator,"[0.01033793259989528, 0.17186128308851528, 0.05389928083926922, 0.21048413243945674, 0.04209107638832778, 0.02524776088876152, 0.03596775804693775, 0.13331824291604188, 0.08276961947801416, 0.23402291331478037]"
262,45,F,Medium,Rural,Medium,0.002963051915616911,Fitness Guru,"[0.34064984024814426, 0.021438724360645728, 0.048865571016353505, 0.048198497431827844, 0.06580772819613014, 0.011720164499772704, 0.239836149901011, 0.12139334481434749, 0.04362602844770926, 0.058463951084058066]"
263,25,F,Medium,Suburban,High,0.21187227857819246,Tech Enthusiast,"[0.4798031362162624, 0.003116798586749779, 0.02907284424750594, 0.0034939164590313764, 0.043426864993462815, 0.07653890060806258, 0.1690225878462012, 0.0437690281525313, 0.12972136813800939, 0.022034554752182956]"
264,45,M,Low,Urban,Low,0.12313923608159966,Book Lover,"[0.16305882906720157, 0.14091657477144043, 0.10194390767566174, 0.03746976526583047, 0.0078119845781022285, 0.04930948210351351, 0.040399654678438986, 0.16249992282972386, 0.022525103814573184, 0.274064775215514]"
265,65,M,Medium,Rural,High,0.42773949204576356,Movie Buff,"[0.015784676899415845, 0.032459468580139296, 0.013950756814158152, 0.21384036397068767, 0.018552795677107544, 0.17056107956882244, 0.012176300992214058, 0.3678410868641354, 0.1539878523472087, 0.0008456182861110374]"
266,45,F,Medium,Suburban,Medium,0.045941405881552794,Book Lover,"[0.0080800207932822, 0.2211954343151186, 0.1641185773528748, 0.028903058911843544, 0.22477962516196298, 0.003759888269140672, 0.22647875251188912, 0.07523621788847344, 0.02993048311535634, 0.01751794168005832]"
267,65,M,Low,Urban,Medium,0.4667065441161228,Music Fan,"[0.12816340553743172, 0.11498627187113329, 0.0006656633639211407, 0.06384345527615258, 0.013460835250633723, 0.36096278250060293, 0.18414947600362638, 0.04861730206310119, 0.05272822858621423, 0.032422579547182785]"
268,45,M,Low,Suburban,Low,0.2075545244955814,Book Lover,"[0.00118037461711109, 0.12579180101064644, 0.04775341885771227, 0.1412862402355773, 0.17371681114789364, 0.04333008250314925, 0.19951438350579337, 0.04159475302414495, 0.07065636691665171, 0.15517576818132]"
269,45,O,Low,Suburban,Medium,0.14167146432879876,Fashion Forward,"[0.07526489751211195, 0.047517862780113745, 0.20261558371388255, 0.257196368779856, 0.09855684136382849, 0.11687498514558343, 0.08557070678213431, 0.006145025902903106, 0.031015246703234894, 0.07924248131635156]"
270,25,M,Medium,Urban,Medium,0.14702038534242717,Music Fan,"[0.038461518660622404, 0.2462415819998735, 0.10598534719573409, 0.06181778438406001, 0.004231891109800585, 0.14822426133081346, 0.15494012751490116, 0.03304360023725254, 0.17599623099836142, 0.03105765656858063]"
271,55,M,High,Suburban,Medium,0.40424273136123595,Book Lover,"[0.2024238185350202, 0.1450496688894835, 0.06079869582221009, 0.01089508394699638, 0.10123605608546188, 0.19550533877783455, 0.17005443280926008, 0.09496924612600947, 0.007556143708763076, 0.011511515298960733]"
272,18,M,Low,Urban,Medium,0.15893074015495615,Fashion Forward,"[0.09063106523914888, 0.02189840382874853, 0.1387438053413849, 0.0283820258668249, 0.4126784852710776, 0.020822673144179224, 0.02227801795374111, 0.18166376725265243, 0.0016984780727440825, 0.0812032780294983]"
273,45,F,High,Rural,Low,0.21145178323079786,Movie Buff,"[0.1422658301856081, 0.13574067303729095, 0.08646304007527075, 0.023290779992655174, 0.009940971220583664, 0.006467508824467667, 0.17498643535011152, 0.16980226975773718, 0.19036422799669653, 0.06067826355957837]"
274,45,O,Low,Urban,High,0.3554376643546816,Travel Explorer,"[0.13165033426077896, 0.032710459460258204, 0.03974590136816711, 0.014022039495465015, 0.11166724336857103, 0.004255349453292843, 0.09540719771963349, 0.2135375987506095, 0.23208273146629027, 0.12492114465693362]"
275,35,M,Medium,Suburban,Medium,0.31323036221331246,Fitness Guru,"[0.033573685013130815, 0.11410592374752182, 0.002895467573704507, 0.14597322311495056, 0.1651566621362589, 0.10651715494344885, 0.11436389577925614, 0.08568776580090365, 0.09996807412849609, 0.13175814776232864]"
276,45,F,High,Urban,Medium,0.10750476964667174,Music Fan,"[0.009549299426344148, 0.26907193698311216, 0.03283235321328774, 0.0140746809083062, 0.22131080480384863, 0.28624505047373977, 0.024477582019785015, 0.012705499269892341, 0.07676914103523241, 0.052963651866451605]"
277,45,F,Medium,Urban,Medium,0.1793828794896056,Travel Explorer,"[0.018225775821655372, 0.010002020875190096, 0.15011747315430585, 0.0774431981923818, 0.0862698300291401, 0.13622819088147062, 0.10883209794941336, 0.16110693292306189, 0.005182537996599769, 0.24659194217678113]"
278,55,M,Medium,Urban,High,0.6186484434117987,Foodie,"[0.022407689986022935, 0.056937663616524914, 0.20565504848779095, 0.019862364147294868, 0.01300519448108833, 0.11879792879269054, 0.0579759150359007, 0.40543481537345144, 0.013237188103842477, 0.08668619197539287]"
279,25,M,Medium,Suburban,Medium,0.44892414546484555,Movie Buff,"[0.20055236278153743, 0.0048352468086927435, 0.15173012072060574, 0.05188838191474584, 0.025404913442495826, 0.17884754628228947, 0.037125618229758926, 0.24948116006201468, 0.019512959996686303, 0.08062168976117308]"
280,25,F,Medium,Urban,Medium,0.15805821266079303,Movie Buff,"[0.016093850096466675, 0.08004037964228536, 0.23111358619787972, 0.022190716676636576, 0.02032696570441551, 0.150122050394014, 0.06394565484492674, 0.014951986608400176, 0.026573586134888597, 0.3746412237000868]"
281,55,M,Medium,Suburban,Medium,0.2825253957908434,Fitness Guru,"[0.11117548450294516, 0.14086308751373885, 0.029874019259901304, 0.10903857092207936, 0.1649035009987928, 0.0399542040285538, 0.0013534481961270804, 0.12407479080034847, 0.2281796771671451, 0.05058321661036801]"
282,25,F,Low,Urban,High,0.1476218322279509,Fashion Forward,"[0.06915109105047917, 0.00840244880879086, 0.09683274554127312, 0.22902548587626165, 0.24788482004901366, 0.022203351648093155, 0.0794172088100035, 0.05215646605588405, 0.1692236808117765, 0.025702701348424273]"
283,18,M,Medium,Urban,Medium,0.07198214731154531,Movie Buff,"[0.015710642541580125, 0.061944186918368685, 0.03046455922021249, 0.05315342779506443, 0.006665718074809821, 0.0010002359404463926, 0.2818339111080036, 0.01842468151129419, 0.10044932314516818, 0.430353313745052]"
284,25,M,Medium,Rural,High,0.4797754521106036,Health Conscious,"[0.010488460727550447, 0.21808319761509348, 0.12134752054004637, 0.039449528642383755, 0.25040176725151503, 0.03748562072411791, 0.04968485773366682, 0.01597373113095784, 0.1677704674072012, 0.08931484822746714]"
285,35,F,High,Urban,Low,0.3626918576397843,Fitness Guru,"[0.04876045262223245, 0.10183462383789961, 0.10871374675747998, 0.01578447151391882, 0.07403258289588312, 0.08376237248500537, 0.006055559182646657, 0.03705820992850556, 0.06320564716148869, 0.46079233361493976]"
286,35,F,Medium,Suburban,Medium,0.16699735743790217,Travel Explorer,"[0.018644539271516405, 0.10955477368463151, 0.0032485398446799223, 0.11472103025537794, 0.03607641215728832, 0.06639012577792587, 0.04707881067971422, 0.021082162944820352, 0.10813731451004004, 0.47506629087400526]"
287,65,M,Medium,Suburban,Medium,0.2416188821557645,Book Lover,"[0.0009841408466104195, 0.14434606495288127, 0.1663315143019243, 0.07680663144352531, 0.17309684042586107, 0.03485267414612989, 0.22036786315572168, 0.11663125181021275, 0.031094787725187725, 0.035488231191945656]"
288,45,F,Medium,Urban,High,0.08941110877459771,Travel Explorer,"[0.028179908601595048, 0.34479162180154505, 0.04149567994185056, 0.042195226526982606, 0.052917330265532074, 0.15766565923499354, 0.10233365468742336, 0.0380464353869607, 0.08044002580357518, 0.11193445774954194]"
289,35,M,Medium,Urban,High,0.3328198423324486,Music Fan,"[0.23611093919111248, 0.06288541272177545, 0.016692927217493724, 0.27416656301790837, 0.0633030259265631, 0.04134505925336995, 0.03713906806746463, 0.005377275513115158, 0.0651476784717521, 0.19783205061944498]"
290,55,O,Low,Urban,Low,0.14707467807411445,Book Lover,"[0.2759809552517605, 0.031403793200162664, 0.08534677910665191, 0.023019346068009493, 0.10333496059745217, 0.122582240012698, 0.09146609373899509, 0.0779092462291426, 0.1822634421226555, 0.0066931436724720576]"
291,25,M,High,Urban,Medium,0.0946789204575114,Travel Explorer,"[0.12013606121638183, 0.021136815055528353, 0.005072704244563497, 0.056194697404872956, 0.016501109613164297, 0.014518825184821251, 0.2876167565759498, 0.09054532783728163, 0.024301594583386966, 0.36397610828404936]"
292,45,F,Low,Urban,Medium,0.23248118994526012,Travel Explorer,"[0.02450656550298324, 0.11998314272454086, 0.006178354571267727, 0.013740531073900346, 0.18228226592349858, 0.1908983839484658, 0.06824440110030645, 0.039672736653128884, 0.27452546807465816, 0.0799681504272499]"
293,35,O,Low,Rural,Low,0.4028401503752612,Movie Buff,"[0.02081224778790247, 0.08437287842369559, 0.0010107223895140893, 0.00354521169805485, 0.06385857578092337, 0.029186389593504596, 0.42787414727932965, 0.16301784811520162, 0.08731965065149057, 0.11900232828038311]"
294,45,M,Medium,Urban,Medium,0.17513111211555557,Health Conscious,"[0.008289090786992472, 0.09758049133603847, 0.1361830792362396, 0.08328900132986788, 0.02932194245792513, 0.003016324471347058, 0.012049181613036388, 0.0922261664047992, 0.5161315215764377, 0.021913200787316067]"
295,45,F,Medium,Suburban,High,0.2927106436591772,Foodie,"[0.13408291008404738, 0.011234348925971418, 0.10279102245730713, 0.04636307670171072, 0.16384292967964342, 0.028036140529135816, 0.10737936579447716, 0.05662063317003978, 0.13172579898086978, 0.21792377367679744]"
296,25,F,Medium,Urban,Medium,0.19617792187644617,Tech Enthusiast,"[0.022860499585392352, 0.029581977272794623, 0.08945910417513071, 0.062367079186706996, 0.061767417861203905, 0.10474812868825373, 0.12206427837937392, 0.22158243665677038, 0.05796947434593795, 0.22759960384843536]"
297,25,M,Medium,Suburban,High,0.32108224257095197,Travel Explorer,"[0.035892208217585576, 0.3920991958911203, 0.04786884763906602, 0.024324060380275164, 0.08120017422683791, 0.04824563424248759, 0.004707126293290954, 0.051329160493707025, 0.10330321228041865, 0.21103038033521085]"
298,35,M,High,Urban,Medium,0.43968445467264033,Fitness Guru,"[0.0027040752716624406, 0.06867356498338244, 0.18917636194877446, 0.05231862713905493, 0.20986023738092388, 0.029016651581766036, 0.17137461583172767, 0.00679225751102764, 0.24214160381404753, 0.027942004537633004]"
299,55,M,Medium,Urban,High,0.2274619870828461,Foodie,"[0.15178899693736378, 0.19777935467346022, 0.02489282296929072, 0.13541059312718723, 0.041507636549343675, 0.0165782144672879, 0.06391695413740921, 0.11344566226237104, 0.2384395349586193, 0.01624022991766687]"
300,45,M,Low,Urban,High,0.090034162541322,Fitness Guru,"[0.022700493599220745, 0.21496783179648032, 0.021978441564863227, 0.038110208114329684, 0.19637935308016016, 0.10305615304599239, 0.1217857421213435, 0.01203715625937932, 0.19186579168898948, 0.07711882872924135]"
301,35,O,Medium,Urban,Medium,0.49553303069116544,Fashion Forward,"[0.009073368426499778, 0.01141756398038561, 0.07290947407334142, 0.0058006900988218, 0.23899825927138607, 0.22579722341807537, 0.02569967086204532, 0.3177796837223126, 0.02955123562800871, 0.0629728305191232]"
